Row,Author,Paper,Location,Country,Mult.country,Habitat type,Moment,Species English,Species scientific,Host taxonomic class,Sampling method,Hosts studied,Host infested,Infestation prevalence,Total ticks,Mean abundance,Stages,Larvae on hosts,Mean larval abundance,Host infested with larvae,Nymphs on hosts,Mean nymphal abundance,Host infested with nymphs,Adults on hosts,Mean adult abundance,Host infested with adults,"Any SD, SE or CI given",Note on confidence,Same animals AH/AF,Same reference,Multiple species,Notes,Birds,HD
0879,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,House sparrow,Passer domesticus,Bird,Scientific capturing,1,1,1.00,1,1.00,Yes,0,0.00,0,1,1.00,1,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0880,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Eurasian tree sparrow,Passer montanus,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0881,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,3,2,0.67,3,1.00,Yes,2,0.67,1,1,0.33,1,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0882,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Wood warbler,Phylloscopus sibilatrix,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0883,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Grey-headed woodpecker,Picus canus,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0884,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Goldcrest,Regulus regulus,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0885,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,European serin,Serinus serinus,Bird,Scientific capturing,1,1,1.00,1,1.00,Yes,0,0.00,0,1,1.00,1,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0886,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Eurasian nuthatch,Sitta europaea,Bird,Scientific capturing,8,7,0.88,19,2.38,Yes,14,1.75,5,5,0.63,4,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0887,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,47,15,0.32,36,0.77,Yes,18,0.38,9,18,0.38,12,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0888,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Garden warbler,Sylvia borin,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0889,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Whitethroat,Sylvia communis,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0890,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Lesser whitethroat,Sylvia curruca,Bird,Scientific capturing,3,3,1.03,4,1.33,Yes,2,0.67,1,2,0.67,2,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0891,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Barred warbler,Sylvia nisoria,Bird,Scientific capturing,2,1,0.50,1,0.50,Yes,0,0.00,0,1,0.50,1,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
0892,"Taragelova et al., (2005)",214,"The Šúr Nature reserve ( 48?15 N, 17?13 E), Malacky (48?30 N, 17?08 E), Malacky (48?30 N, 17?08 E) and Brzotín (48?36N, 20?29E)",Slovakia,No,"Šúr: The vegetation is formed by the tree layer (mainly Acer campestre, A. platanoides, Aesculus hippocastanum, Carpinus betulus, Cerasus avium, Padus avium, Tilia cordata, T. platyphyllos, Quercus robur) and dense undergrowth (consisting of Sambucus nigra, Prunus spinosa, Crataegus monogyna, Rubus caesius and Ligustrum vulgare). Malacky: predominate  by Acer platanoides, A. campestre, Lonycera xylosteum, Populus alba, Padus avium, Tilia cordata and Sambucus nigra). Drienovec: The vegetation consists mainly of Salix cinerea, S. fragilis, S. caprea, Acer campestre, Prunus spinosa, Cornus mas, Ligustrum vulgare, Sambucus nigra and Berberis vulgaris. Brzotín: Bushy willows of the Calystegio-Salicetum triandrae association from the Salicion triandrae alliance (mainly Salix fragilis, S. triandra, S. viminalis) rimm the riverbank. The tree layer is formed by Fraxinus excelsior, Corylus avellana, Prunus spinosa, Alnus glutinosa and Cerasus avium.",March - November 2001 and April - October 2002,Eurasian wren,Troglodytes troglodytes,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,0,0,0.00,0,0,0.00,0,No,NA,No,NA,No,,Non-migrating birds,No
